Project Name,Bug Description,Buggy File Location,Fixed File Location,Patch Location,Test Case Trigger,Bug Type,Test Count,Timeout Info,Patch Content,Test Script Path,Language
NEXT_PALINDROME,Bug in next palindrome implementation,python_programs/next_palindrome.py,correct_python_programs/next_palindrome.py,patches/next_palindrome.patch,Exception triggering inputs,Array Bounds,5,3000ms,"--- python_programs/next_palindrome.py
+++ correct_python_programs/next_palindrome.py
@@ -12,22 +12,4 @@
             if low_mid != high_mid:
                 digit_list[low_mid] += 1
             return digit_list
-    return [1] + (len(digit_list)) * [0] + [1]
-
-""""""
-Finds the next palindromic integer when given the current integer
-Integers are stored as arrays of base 10 digits from most significant to least significant
-
-Input:
-    digit_list: An array representing the current palindrome
-
-Output:
-    An array which represents the next palindrome
-
-Preconditions:
-    The initial input array represents a palindrome
-
-Example
-    >>> next_palindrome([1,4,9,4,1])
-    [1,5,0,5,1]
-""""""
+    return [1] + (len(digit_list) - 1) * [0] + [1]
",java_testcases/junit/NEXT_PALINDROME_TEST.java,Python
NEXT_PERMUTATION,Bug in next permutation implementation,python_programs/next_permutation.py,correct_python_programs/next_permutation.py,patches/next_permutation.patch,Exception triggering inputs,Return Value,8,3000ms,"--- python_programs/next_permutation.py
+++ correct_python_programs/next_permutation.py
@@ -3,29 +3,20 @@
     for i in range(len(perm) - 2, -1, -1):
         if perm[i] < perm[i + 1]:
             for j in range(len(perm) - 1, i, -1):
-                if perm[j] < perm[i]:
+                if perm[i] < perm[j]:
                     next_perm = list(perm)
                     next_perm[i], next_perm[j] = perm[j], perm[i]
                     next_perm[i + 1:] = reversed(next_perm[i + 1:])
                     return next_perm
 
-
-
 """"""
-Next Permutation
-next-perm
-
-
-Input:
-    perm: A list of unique ints
-
-Precondition:
-    perm is not sorted in reverse order
-
-Output:
-    The lexicographically next permutation of the elements of perm
-
-Example:
-    >>> next_permutation([3, 2, 4, 1])
-    [3, 4, 1, 2]
+def next_permutation(perm):
+    for i in range(len(perm) - 2, -1, -1):
+        if perm[i] < perm[i + 1]:
+            for j in range(len(perm) - 1, i, -1):
+                if perm[j] > perm[i]:
+                    next_perm = list(perm)
+                    next_perm[i], next_perm[j] = perm[j], perm[i]
+                    next_perm[i + 1:] = reversed(next_perm[i + 1:])
+                    return next_perm
 """"""
",java_testcases/junit/NEXT_PERMUTATION_TEST.java,Python
NODE,Bug in node implementation,python_programs/node.py,correct_python_programs/node.py,N/A,Test case analysis not available,Logic Error,0,3000ms,,Test script not found,Python
PASCAL,Bug in pascal implementation,python_programs/pascal.py,correct_python_programs/pascal.py,patches/pascal.patch,Exception triggering inputs,Return Value,5,3000ms,"--- python_programs/pascal.py
+++ correct_python_programs/pascal.py
@@ -3,7 +3,7 @@
     rows = [[1]]
     for r in range(1, n):
         row = []
-        for c in range(0, r):
+        for c in range(0, r + 1):
             upleft = rows[r - 1][c - 1] if c > 0 else 0
             upright = rows[r - 1][c] if c < r else 0
             row.append(upleft + upright)
@@ -11,23 +11,3 @@
 
     return rows
 
-
-""""""
-Pascal's Triangle
-pascal
-
-
-
-Input:
-    n: The number of rows to return
-
-Precondition:
-    n >= 1
-
-Output:
-    The first n rows of Pascal's triangle as a list of n lists
-
-Example:
-    >>> pascal(5)
-    [[1], [1, 1], [1, 2, 1], [1, 3, 3, 1], [1, 4, 6, 4, 1]]
-""""""
",java_testcases/junit/PASCAL_TEST.java,Python
POSSIBLE_CHANGE,Bug in possible change implementation,python_programs/possible_change.py,correct_python_programs/possible_change.py,patches/possible_change.patch,Exception triggering inputs,Return Value,9,3000ms,"--- python_programs/possible_change.py
+++ correct_python_programs/possible_change.py
@@ -1,33 +1,59 @@
-# Python 3
+
 def possible_change(coins, total):
     if total == 0:
         return 1
+    if total < 0 or not coins:
+        return 0
+
+    first, *rest = coins
+    return possible_change(coins, total - first) + possible_change(rest, total)
+
+""""""
+def possible_change(coins, total):
+    if total == 0:
+        return 1
+    if not coins or total < 0:
+        return 0
+
+    first, *rest = coins
+    return possible_change(coins, total - first) + possible_change(rest, total)
+
+def possible_change(coins, total):
+    if total == 0:
+        return 1
+    if total < 0 or len(coins) == 0:
+        return 0
+
+    first, *rest = coins
+    return possible_change(coins, total - first) + possible_change(rest, total)
+
+def possible_change(coins, total):
+    if total == 0:
+        return 1
+    if len(coins) == 0 or total < 0:
+        return 0
+
+    first, *rest = coins
+    return possible_change(coins, total - first) + possible_change(rest, total)
+
+def possible_change(coins, total):
+    if total == 0:
+        return 1
+    if not coins: return 0
     if total < 0:
         return 0
 
     first, *rest = coins
     return possible_change(coins, total - first) + possible_change(rest, total)
 
+def possible_change(coins, total):
+    if total == 0:
+        return 1
+    if len(coins) == 0: return 0
+    if total < 0:
+        return 0
 
+    first, *rest = coins
+    return possible_change(coins, total - first) + possible_change(rest, total)
 
 """"""
-Making Change
-change
-
-
-Input:
-    coins: A list of positive ints representing coin denominations
-    total: An int value to make change for
-
-Output:
-    The number of distinct ways to make change adding up to total using only coins of the given values.
-    For example, there are exactly four distinct ways to make change for the value 11 using coins [1, 5, 10, 25]:
-        1. {1: 11, 5: 0, 10: 0, 25: 0}
-        2. {1: 6, 5: 1, 10: 0, 25: 0}
-        3. {1: 1, 5: 2, 10: 0, 25: 0}
-        4. {1: 1, 5: 0, 10: 1, 25: 0}
-
-Example:
-    >>> possible_change([1, 5, 10, 25], 11)
-    4
-""""""
",java_testcases/junit/POSSIBLE_CHANGE_TEST.java,Python
POWERSET,Bug in powerset implementation,python_programs/powerset.py,correct_python_programs/powerset.py,patches/powerset.patch,Exception triggering inputs,Return Value,5,3000ms,"--- python_programs/powerset.py
+++ correct_python_programs/powerset.py
@@ -1,26 +1,18 @@
 
 def powerset(arr):
     if arr:
-        first, *rest = arr #python3 just like car and cdr (in this case anyway..)
+        first, *rest = arr
         rest_subsets = powerset(rest)
-        return [[first] + subset for subset in rest_subsets]
+        return rest_subsets + [[first] + subset for subset in rest_subsets]
     else:
         return [[]]
 
-
 """"""
-Power Set
-
-Input:
-    arr: A list
-
-Precondition:
-    arr has no duplicate elements
-
-Output:
-    A list of lists, each representing a different subset of arr. The empty set is always a subset of arr, and arr is always a subset of arr.
-
-Example:
-    >>> powerset(['a', 'b', 'c'])
-    [[], ['c'], ['b'], ['b', 'c'], ['a'], ['a', 'c'], ['a', 'b'], ['a', 'b', 'c']]
+def powerset(arr):
+    if arr:
+        first, *rest = arr
+        rest_subsets = powerset(rest)
+        return [[first] + subset for subset in rest_subsets] + rest_subsets
+    else:
+        return [[]]
 """"""
",java_testcases/junit/POWERSET_TEST.java,Python
QUICKSORT,Bug in quicksort implementation,python_programs/quicksort.py,correct_python_programs/quicksort.py,patches/quicksort.patch,Exception triggering inputs,Return Value,13,3000ms,"--- python_programs/quicksort.py
+++ correct_python_programs/quicksort.py
@@ -1,19 +1,20 @@
+
 def quicksort(arr):
     if not arr:
         return []
 
     pivot = arr[0]
     lesser = quicksort([x for x in arr[1:] if x < pivot])
-    greater = quicksort([x for x in arr[1:] if x > pivot])
+    greater = quicksort([x for x in arr[1:] if x >= pivot])
     return lesser + [pivot] + greater
 
 """"""
-QuickSort
+def quicksort(arr):
+    if not arr:
+        return []
 
-
-Input:
-    arr: A list of ints
-
-Output:
-    The elements of arr in sorted order
+    pivot = arr[0]
+    lesser = quicksort([x for x in arr[1:] if x <= pivot])
+    greater = quicksort([x for x in arr[1:] if x > pivot])
+    return lesser + [pivot] + greater
 """"""
",java_testcases/junit/QUICKSORT_TEST.java,Python
REVERSE_LINKED_LIST,Bug in reverse linked list implementation,python_programs/reverse_linked_list.py,correct_python_programs/reverse_linked_list.py,patches/reverse_linked_list.patch,Null input values,Return Value,0,3000ms,"--- python_programs/reverse_linked_list.py
+++ correct_python_programs/reverse_linked_list.py
@@ -1,26 +1,28 @@
+
 def reverse_linked_list(node):
     prevnode = None
     while node:
         nextnode = node.successor
         node.successor = prevnode
+        prevnode = node
         node = nextnode
     return prevnode
 
+""""""
+def reverse_linked_list(node):
+    prevnode = None
+    while node:
+        nextnode = node.successor
+        node.successor = prevnode
+        prevnode, node = node, nextnode
+    return prevnode
+
+def reverse_linked_list(node):
+    prevnode = None
+    while node:
+        nextnode = node.successor
+        node.successor = prevnode
+        node, prevnode = nextnode, node
+    return prevnode
 
 """"""
-Reverse Linked List
-
-Reverses a linked list and returns the new head.
-
-Input:
-    node: The head of a singly-linked list
-
-Precondition:
-    The input is acyclic
-
-Side effect:
-    Mutates the list nodes' successor pointers
-
-Output:
-    The head of the reversed linked list
-""""""
",java_testcases/junit/REVERSE_LINKED_LIST_TEST.java,Python
REVERSE_LINKED_LIST_TEST,Bug in reverse linked list test implementation,python_programs/reverse_linked_list_test.py,correct_python_programs/reverse_linked_list_test.py,N/A,Test case analysis not available,Logic Error,0,3000ms,,Test script not found,Python
RPN_EVAL,Bug in rpn eval implementation,python_programs/rpn_eval.py,correct_python_programs/rpn_eval.py,patches/rpn_eval.patch,Exception triggering inputs,Return Value,6,3000ms,"--- python_programs/rpn_eval.py
+++ correct_python_programs/rpn_eval.py
@@ -17,27 +17,32 @@
             a = stack.pop()
             b = stack.pop()
             stack.append(
+                op(token, b, a)
+            )
+
+    return stack.pop()
+
+""""""
+def rpn_eval(tokens):
+    def op(symbol, a, b):
+        return {
+            '+': lambda a, b: a + b,
+            '-': lambda a, b: a - b,
+            '*': lambda a, b: a * b,
+            '/': lambda a, b: a / b
+        }[symbol](b, a)
+
+    stack = Stack()
+
+    for token in tokens:
+        if isinstance(token, float):
+            stack.push(token)
+        else:
+            a = stack.pop()
+            b = stack.pop()
+            stack.push(
                 op(token, a, b)
             )
 
     return stack.pop()
-
-
-
 """"""
-Reverse Polish Notation
-
-Four-function calculator with input given in Reverse Polish Notation (RPN).
-
-Input:
-    A list of values and operators encoded as floats and strings
-
-Precondition:
-    all(
-        isinstance(token, float) or token in ('+', '-', '*', '/') for token in tokens
-    )
-
-Example:
-    >>> rpn_eval([3.0, 5.0, '+', 2.0, '/'])
-    4.0
-""""""
",java_testcases/junit/RPN_EVAL_TEST.java,Python
SHORTEST_PATH_LENGTH,Bug in shortest path length implementation,python_programs/shortest_path_length.py,correct_python_programs/shortest_path_length.py,patches/shortest_path_length.patch,Standard input values,Logic Error,0,3000ms,"--- python_programs/shortest_path_length.py
+++ correct_python_programs/shortest_path_length.py
@@ -19,7 +19,7 @@
             insert_or_update(unvisited_nodes,
                 (min(
                     get(unvisited_nodes, nextnode) or float('inf'),
-                    get(unvisited_nodes, nextnode) + length_by_edge[node, nextnode]
+                    distance + length_by_edge[node, nextnode]
                 ),
                 nextnode)
             )
",java_testcases/junit/SHORTEST_PATH_LENGTH_TEST.java,Python
SHORTEST_PATH_LENGTH_TEST,Bug in shortest path length test implementation,python_programs/shortest_path_length_test.py,correct_python_programs/shortest_path_length_test.py,patches/shortest_path_length_test.patch,Test case analysis not available,Logic Error,0,3000ms,"--- python_programs/shortest_path_length_test.py
+++ correct_python_programs/shortest_path_length_test.py
@@ -1,3 +1,4 @@
+
 from .node import Node
 from .shortest_path_length import shortest_path_length
 
@@ -45,4 +46,4 @@
     print(result)
 
 if __name__ == ""__main__"":
-    main()
+     main()
",Test script not found,Python
SHORTEST_PATH_LENGTHS,Bug in shortest path lengths implementation,python_programs/shortest_path_lengths.py,correct_python_programs/shortest_path_lengths.py,patches/shortest_path_lengths.patch,Standard input values,Return Value,0,3000ms,"--- python_programs/shortest_path_lengths.py
+++ correct_python_programs/shortest_path_lengths.py
@@ -1,3 +1,4 @@
+
 from collections import defaultdict
 
 def shortest_path_lengths(n, length_by_edge):
@@ -10,29 +11,8 @@
             for j in range(n):
                 length_by_path[i, j] = min(
                     length_by_path[i, j],
-                    length_by_path[i, k] + length_by_path[j, k]
+                    length_by_path[i, k] + length_by_path[k, j]
                 )
 
     return length_by_path
 
-
-""""""
-All Shortest Paths
-floyd-warshall
-
-Floyd-Warshall algorithm implementation.
-
-Calculates the length of the shortest path connecting every ordered pair of nodes in a directed graph.
-
-
-
-Input:
-    n: The number of nodes in the graph. The nodes are assumed to have ids 0..n-1
-    length_by_edge: A dict containing edge length keyed by an ordered pair of node ids
-
-Precondition:
-    There are no negative-length cycles in the input graph
-
-Output:
-    A dict containing shortest path length keyed by an ordered pair of node ids
-""""""
",java_testcases/junit/SHORTEST_PATH_LENGTHS_TEST.java,Python
SHORTEST_PATH_LENGTHS_TEST,Bug in shortest path lengths test implementation,python_programs/shortest_path_lengths_test.py,correct_python_programs/shortest_path_lengths_test.py,N/A,Test case analysis not available,Logic Error,0,3000ms,,Test script not found,Python
SHORTEST_PATHS,Bug in shortest paths implementation,python_programs/shortest_paths.py,correct_python_programs/shortest_paths.py,patches/shortest_paths.patch,Standard input values,Return Value,0,3000ms,"--- python_programs/shortest_paths.py
+++ correct_python_programs/shortest_paths.py
@@ -7,42 +7,10 @@
 
     for i in range(len(weight_by_node) - 1):
         for (u, v), weight in weight_by_edge.items():
-            weight_by_edge[u, v] = min(
+            weight_by_node[v] = min(
                 weight_by_node[u] + weight,
                 weight_by_node[v]
             )
 
     return weight_by_node
 
-
-""""""
-Minimum-Weight Paths
-bellman-ford
-
-Bellman-Ford algorithm implementation
-
-Given a directed graph that may contain negative edges (as long as there are no negative-weight cycles), efficiently calculates the minimum path weights from a source node to every other node in the graph.
-
-Input:
-    source: A node id
-    weight_by_edge: A dict containing edge weights keyed by an ordered pair of node ids
-
-Precondition:
-    The input graph contains no negative-weight cycles
-
-Output:
-   A dict mapping each node id to the minimum weight of a path from the source node to that node
-
-Example:
-    >>> shortest_paths('A', {
-        ('A', 'B'): 3,
-        ('A', 'C'): 3,
-        ('A', 'F'): 5,
-        ('C', 'B'): -2,
-        ('C', 'D'): 7,
-        ('C', 'E'): 4,
-        ('D', 'E'): -5,
-        ('E', 'F'): -1
-    })
-    {'A': 0, 'C': 3, 'B': 1, 'E': 5, 'D': 10, 'F': 4}
-""""""
",java_testcases/junit/SHORTEST_PATHS_TEST.java,Python
SHORTEST_PATHS_TEST,Bug in shortest paths test implementation,python_programs/shortest_paths_test.py,correct_python_programs/shortest_paths_test.py,N/A,Test case analysis not available,Logic Error,0,3000ms,,Test script not found,Python
SHUNTING_YARD,Bug in shunting yard implementation,python_programs/shunting_yard.py,correct_python_programs/shunting_yard.py,patches/shunting_yard.patch,Exception triggering inputs,Return Value,4,3000ms,"--- python_programs/shunting_yard.py
+++ correct_python_programs/shunting_yard.py
@@ -15,34 +15,10 @@
         else:
             while opstack and precedence[token] <= precedence[opstack[-1]]:
                 rpntokens.append(opstack.pop())
+            opstack.append(token)
 
     while opstack:
         rpntokens.append(opstack.pop())
 
     return rpntokens
 
-
-""""""
-Infix to RPN Conversion
-shunting-yard
-
-
-Uses Dijkstra's shunting-yard algorithm to transform infix notation into equivalent Reverse Polish Notation.
-
-Input:
-    tokens: A list of tokens in infix notation
-
-Precondition:
-    all(isinstance(token, int) or token in '+-*/' for token in tokens)
-
-Output:
-    The input tokens reordered into Reverse Polish Notation
-
-Examples:
-    >>> shunting_yard([10, '-', 5, '-', 2])
-    [10, 5, '-', 2, '-']
-    >>> shunting_yard([34, '-', 12, '/', 5])
-    [34, 12, 5, '/' ,'-']
-    >>> shunting_yard([4, '+', 9, '*', 9, '-', 10, '+', 13])
-    [4, 9, 9, '*', '+', 10, '-', 13, '+']
-""""""
",java_testcases/junit/SHUNTING_YARD_TEST.java,Python
SIEVE,Bug in sieve implementation,python_programs/sieve.py,correct_python_programs/sieve.py,patches/sieve.patch,Exception triggering inputs,Return Value,6,3000ms,"--- python_programs/sieve.py
+++ correct_python_programs/sieve.py
@@ -1,17 +1,31 @@
+
 def sieve(max):
     primes = []
     for n in range(2, max + 1):
-        if any(n % p > 0 for p in primes):
+        if all(n % p > 0 for p in primes):
             primes.append(n)
     return primes
 
 """"""
-Sieve of Eratosthenes
-prime-sieve
+def sieve(max):
+    primes = []
+    for n in range(2, max + 1):
+        if not any(n % p == 0 for p in primes):
+            primes.append(n)
+    return primes
 
-Input:
-    max: A positive int representing an upper bound.
+def sieve(max):
+    primes = []
+    for n in range(2, max + 1):
+        if all(n % p for p in primes):
+            primes.append(n)
+    return primes
 
-Output:
-    A list containing all primes up to and including max
+def sieve(max):
+    primes = []
+    for n in range(2, max + 1):
+        if not any(n % p for p in primes):
+            primes.append(n)
+    return primes
+
 """"""
",java_testcases/junit/SIEVE_TEST.java,Python
SQRT,Bug in sqrt implementation,python_programs/sqrt.py,correct_python_programs/sqrt.py,patches/sqrt.patch,Exception triggering inputs,Return Value,7,3000ms,"--- python_programs/sqrt.py
+++ correct_python_programs/sqrt.py
@@ -1,27 +1,14 @@
 
 def sqrt(x, epsilon):
     approx = x / 2
-    while abs(x - approx) > epsilon:
+    while abs(x - approx ** 2) > epsilon:
         approx = 0.5 * (approx + x / approx)
     return approx
 
 """"""
-Square Root
-
-Newton-Raphson method implementation.
-
-
-Input:
-    x: A float
-    epsilon: A float
-
-Precondition:
-    x >= 1 and epsilon > 0
-
-Output:
-    A float in the interval [sqrt(x) - epsilon, sqrt(x) + epsilon]
-
-Example:
-    >>> sqrt(2, 0.01)
-    1.4166666666666665
+def sqrt(x, epsilon):
+    approx = x / 2
+    while abs(x - approx * approx) > epsilon:
+        approx = 0.5 * (approx + x / approx)
+    return approx
 """"""
",java_testcases/junit/SQRT_TEST.java,Python
SUBSEQUENCES,Bug in subsequences implementation,python_programs/subsequences.py,correct_python_programs/subsequences.py,patches/subsequences.patch,Exception triggering inputs,Return Value,12,3000ms,"--- python_programs/subsequences.py
+++ correct_python_programs/subsequences.py
@@ -1,6 +1,7 @@
+
 def subsequences(a, b, k):
     if k == 0:
-        return []
+        return [[]]
 
     ret = []
     for i in range(a, b + 1 - k):
@@ -10,22 +11,3 @@
 
     return ret
 
-
-""""""
-Subsequences
-
-
-Input:
-    a: An int
-    b: An int
-    k: A positive int
-
-Output:
-    A list of all length-k ascending sequences of ints in range(a, b)
-
-Example:
-    >>> subsequences(a=1, b=5, k=3)
-    [[1, 2, 3], [1, 2, 4], [1, 3, 4], [2, 3, 4]]
-""""""
-
-
",java_testcases/junit/SUBSEQUENCES_TEST.java,Python
TO_BASE,Bug in to base implementation,python_programs/to_base.py,correct_python_programs/to_base.py,patches/to_base.patch,Exception triggering inputs,Return Value,7,3000ms,"--- python_programs/to_base.py
+++ correct_python_programs/to_base.py
@@ -6,27 +6,17 @@
     while num > 0:
         i = num % b
         num = num // b
-        result = result + alphabet[i]
+        result = alphabet[i] + result
     return result
 
-
-
 """"""
-Integer Base Conversion
-base-conversion
-
-
-Input:
-    num: A base-10 integer to convert.
-    b: The target base to convert it to.
-
-Precondition:
-    num > 0, 2 <= b <= 36.
-
-Output:
-    A string representing the value of num in base b.
-
-Example:
-    >>> to_base(31, 16)
-    '1F'
+import string
+def to_base(num, b):
+    result = ''
+    alphabet = string.digits + string.ascii_uppercase
+    while num > 0:
+        i = num % b
+        num = num // b
+        result = result + alphabet[i]
+    return result[::-1]
 """"""
",java_testcases/junit/TO_BASE_TEST.java,Python
TOPOLOGICAL_ORDERING,Bug in topological ordering implementation,python_programs/topological_ordering.py,correct_python_programs/topological_ordering.py,patches/topological_ordering.patch,Standard input values,Logic Error,0,3000ms,"--- python_programs/topological_ordering.py
+++ correct_python_programs/topological_ordering.py
@@ -3,20 +3,7 @@
 
     for node in ordered_nodes:
         for nextnode in node.outgoing_nodes:
-            if set(ordered_nodes).issuperset(nextnode.outgoing_nodes) and nextnode not in ordered_nodes:
+            if set(ordered_nodes).issuperset(nextnode.incoming_nodes) and nextnode not in ordered_nodes:
                 ordered_nodes.append(nextnode)
 
     return ordered_nodes
-
-""""""
-Topological Sort
-
-Input:
-    nodes: A list of directed graph nodes
-
-Precondition:
-    The input graph is acyclic
-
-Output:
-    An OrderedSet containing the elements of nodes in an order that puts each node before all the nodes it has edges to
-""""""
",java_testcases/junit/TOPOLOGICAL_ORDERING_TEST.java,Python
TOPOLOGICAL_ORDERING_TEST,Bug in topological ordering test implementation,python_programs/topological_ordering_test.py,correct_python_programs/topological_ordering_test.py,N/A,Test case analysis not available,Logic Error,0,3000ms,,Test script not found,Python
WRAP,Bug in wrap implementation,python_programs/wrap.py,correct_python_programs/wrap.py,patches/wrap.patch,Exception triggering inputs,Return Value,5,3000ms,"--- python_programs/wrap.py
+++ correct_python_programs/wrap.py
@@ -1,3 +1,4 @@
+
 def wrap(text, cols):
     lines = []
     while len(text) > cols:
@@ -7,22 +8,6 @@
         line, text = text[:end], text[end:]
         lines.append(line)
 
+    lines.append(text)
     return lines
 
-""""""
-Wrap Text
-
-Given a long string and a column width, break the string on spaces into a list of lines such that each line is no longer than the column width.
-
-Input:
-    text: The starting text.
-    cols: The target column width, i.e. the maximum length of any single line after wrapping.
-
-Precondition:
-    cols > 0.
-
-Output:
-    An ordered list of strings, each no longer than the column width, such that the concatenation of the strings returns the original text,
-and such that no word in the original text is broken into two parts unless necessary.  The original amount of spaces are preserved (e.g. spaces
-at the start or end of each line aren't trimmed.),Wrapping Text
-""""""
",java_testcases/junit/WRAP_TEST.java,Python
BITCOUNT,Bug in BITCOUNT implementation,java_programs/BITCOUNT.java,correct_java_programs/BITCOUNT.java,patches/BITCOUNT.patch,Exception triggering inputs,Return Value,9,3000ms,"--- java_programs/BITCOUNT.java
+++ correct_java_programs/BITCOUNT.java
@@ -1,4 +1,5 @@
-package java_programs;
+package correct_java_programs;
+
 /*
  * To change this template, choose Tools | Templates
  * and open the template in the editor.
@@ -12,7 +13,7 @@
     public static int bitcount(int n) {
     int count = 0;
     while (n != 0) {
-        n = (n ^ (n - 1));
+        n = (n & (n - 1));
         count++;
     }
     return count;
",java_testcases/junit/BITCOUNT_TEST.java,Java
BREADTH_FIRST_SEARCH,Bug in BREADTH FIRST SEARCH implementation,java_programs/BREADTH_FIRST_SEARCH.java,correct_java_programs/BREADTH_FIRST_SEARCH.java,patches/BREADTH_FIRST_SEARCH.patch,Empty collections,Array Bounds,0,3000ms,"--- java_programs/BREADTH_FIRST_SEARCH.java
+++ correct_java_programs/BREADTH_FIRST_SEARCH.java
@@ -1,6 +1,8 @@
-package java_programs;
+package correct_java_programs;
 import java.util.*;
 import java.util.ArrayDeque;
+
+import java_programs.Node;
 
 /*
  * To change this template, choose Tools | Templates
@@ -21,7 +23,7 @@
 
         nodesvisited.add(startnode);
 
-        while (true) {
+        while (!queue.isEmpty()) {
             Node node = queue.removeFirst();
 
             if (node == goalnode) {
@@ -39,7 +41,7 @@
          * The buggy program always drops into while(true) loop and will not return false
          * Removed below line to fix compilation error
          */
-        // return false;
+         return false;
     }
 
 }",java_testcases/junit/BREADTH_FIRST_SEARCH_TEST.java,Java
BUCKETSORT,Bug in BUCKETSORT implementation,java_programs/BUCKETSORT.java,correct_java_programs/BUCKETSORT.java,patches/BUCKETSORT.patch,Exception triggering inputs,Array Bounds,6,3000ms,"--- java_programs/BUCKETSORT.java
+++ correct_java_programs/BUCKETSORT.java
@@ -1,4 +1,4 @@
-package java_programs;
+package correct_java_programs;
 import java.util.*;
 
 /*
@@ -19,7 +19,7 @@
 
         ArrayList<Integer> sorted_arr = new ArrayList<Integer>(100);
         int i = 0;
-        for (Integer count : arr) { // arr is counts in fixed version
+        for (Integer count : counts) {
             sorted_arr.addAll(Collections.nCopies(count, i));
             i++;
         }
",java_testcases/junit/BUCKETSORT_TEST.java,Java
DEPTH_FIRST_SEARCH,Bug in DEPTH FIRST SEARCH implementation,java_programs/DEPTH_FIRST_SEARCH.java,correct_java_programs/DEPTH_FIRST_SEARCH.java,patches/DEPTH_FIRST_SEARCH.patch,Standard input values,Return Value,0,3000ms,"--- java_programs/DEPTH_FIRST_SEARCH.java
+++ correct_java_programs/DEPTH_FIRST_SEARCH.java
@@ -1,9 +1,11 @@
-package java_programs;
+package correct_java_programs;
 import java.util.*;
 /*
  * To change this template, choose Tools | Templates
  * and open the template in the editor.
  */
+
+import java_programs.Node;
 
 /**
  *
@@ -19,6 +21,7 @@
                 } else if (node == goalnode) {
                     return true;
                 } else {
+                        nodesvisited.add(node);
                     for (Node successornodes : node.getSuccessors()) {
                         if (search(successornodes)) { return true; }
                     }
",java_testcases/junit/DEPTH_FIRST_SEARCH_TEST.java,Java
DETECT_CYCLE,Bug in DETECT CYCLE implementation,java_programs/DETECT_CYCLE.java,correct_java_programs/DETECT_CYCLE.java,patches/DETECT_CYCLE.patch,Standard input values,Null Pointer,0,3000ms,"--- java_programs/DETECT_CYCLE.java
+++ correct_java_programs/DETECT_CYCLE.java
@@ -1,9 +1,11 @@
-package java_programs;
+package correct_java_programs;
 import java.util.*;
 /*
  * To change this template, choose Tools | Templates
  * and open the template in the editor.
  */
+
+import java_programs.Node;
 
 /**
  *
@@ -15,7 +17,7 @@
         Node tortoise = node;
 
         while (true) {
-            if (hare.getSuccessor() == null)
+            if (null==hare ||hare.getSuccessor() == null)
                 return false;
 
             tortoise = tortoise.getSuccessor();
",java_testcases/junit/DETECT_CYCLE_TEST.java,Java
FIND_FIRST_IN_SORTED,Bug in FIND FIRST IN SORTED implementation,java_programs/FIND_FIRST_IN_SORTED.java,correct_java_programs/FIND_FIRST_IN_SORTED.java,patches/FIND_FIRST_IN_SORTED.patch,Exception triggering inputs,Logic Error,7,3000ms,"--- java_programs/FIND_FIRST_IN_SORTED.java
+++ correct_java_programs/FIND_FIRST_IN_SORTED.java
@@ -1,4 +1,4 @@
-package java_programs;
+package correct_java_programs;
 import java.util.*;
 
 /*
@@ -16,7 +16,7 @@
         int lo = 0;
         int hi = arr.length;
 
-        while (lo <= hi) {
+        while (lo < hi) {
             int mid = (lo + hi) / 2; // check if this is floor division
 
             if (x == arr[mid] && (mid == 0 || x != arr[mid-1])) {
",java_testcases/junit/FIND_FIRST_IN_SORTED_TEST.java,Java
FIND_IN_SORTED,Bug in FIND IN SORTED implementation,java_programs/FIND_IN_SORTED.java,correct_java_programs/FIND_IN_SORTED.java,patches/FIND_IN_SORTED.patch,Exception triggering inputs,Return Value,7,3000ms,"--- java_programs/FIND_IN_SORTED.java
+++ correct_java_programs/FIND_IN_SORTED.java
@@ -1,4 +1,5 @@
-package java_programs;
+package correct_java_programs;
+
 /*
  * To change this template, choose Tools | Templates
  * and open the template in the editor.
@@ -17,7 +18,7 @@
         if (x < arr[mid]) {
             return binsearch(arr, x, start, mid);
         } else if (x > arr[mid]) {
-            return binsearch(arr, x, mid, end);
+            return binsearch(arr, x, mid+1, end);
         } else {
             return mid;
         }
",java_testcases/junit/FIND_IN_SORTED_TEST.java,Java
FLATTEN,Bug in FLATTEN implementation,java_programs/FLATTEN.java,correct_java_programs/FLATTEN.java,patches/FLATTEN.patch,Exception triggering inputs,Array Bounds,7,3000ms,"--- java_programs/FLATTEN.java
+++ correct_java_programs/FLATTEN.java
@@ -1,5 +1,6 @@
-package java_programs;
+package correct_java_programs;
 import java.util.*;
+
 /*
  * To change this template, choose Tools | Templates
  * and open the template in the editor.
@@ -18,12 +19,12 @@
                 if (x instanceof ArrayList) {
                     result.addAll((ArrayList) flatten(x));
                 } else {
-                    result.add(flatten(x));
+                    result.add((x));
                 }
             }
             return result;
         } else {
-            return flatten(arr);
+            return arr;
         }
     }
 }
",java_testcases/junit/FLATTEN_TEST.java,Java
GCD,Bug in GCD implementation,java_programs/GCD.java,correct_java_programs/GCD.java,patches/GCD.patch,Exception triggering inputs,Return Value,5,3000ms,"--- java_programs/GCD.java
+++ correct_java_programs/GCD.java
@@ -1,4 +1,4 @@
-package java_programs;
+package correct_java_programs;
 import java.util.*;
 
 /*
@@ -16,7 +16,7 @@
         if (b == 0) {
             return a;
         } else {
-            return gcd(a % b, b);
+            return gcd(b, a%b);
         }
     }
 }
",java_testcases/junit/GCD_TEST.java,Java
